T,X
2965,1065
2966,1064
2967,1065
2968,1064
2969,1065
2970,1064
2971,1065
2972,1066
2973,1065
2974,1064
2975,1065
2976,1064
2977,1065
2978,1066
2979,1067
2980,1066
2981,1067
2982,1068
2983,1069
2984,1068
2985,1069
2986,1070
2987,1071
2988,1072
2989,1073
2990,1074
2991,1075
2992,1076
2993,1077
2994,1078
2995,1079
2996,1078
2997,1077
2998,1078
2999,1077
3000,1076
3001,1077
3002,1078
3003,1079
3004,1078
3005,1077
3006,1076
3007,1077
3008,1078
3009,1077
3010,1078
3011,1079
3012,1080
3013,1079
3014,1080
3015,1081
3016,1082
3017,1083
3018,1084
3019,1083
3020,1082
3021,1083
3022,1084
3023,1085
3024,1084
3025,1085
3026,1086
3027,1087
3028,1086
3029,1087
3030,1088
3031,1087
3032,1088
3033,1089
3034,1090
3035,1089
3036,1088
3037,1089
3038,1090
3039,1091
3040,1090
3041,1091
3042,1092
3043,1091
3044,1090
3045,1091
3046,1090
3047,1091
3048,1092
3049,1093
3050,1094
3051,1095
3052,1096
3053,1097
3054,1098
3055,1097
3056,1098
3057,1097
3058,1098
3059,1099
3060,1100
3061,1101
3062,1102
3063,1101
3064,1102
3065,1103
3066,1102
3067,1103
3068,1102
3069,1103
3070,1104
3071,1103
3072,1104
3073,1105
3074,1106
3075,1107
3076,1106
3077,1107
3078,1108
3079,1109
3080,1110
3081,1109
3082,1110
3083,1109
3084,1110
3085,1111
3086,1112
3087,1113
3088,1112
3089,1113
3090,1114
3091,1115
3092,1114
3093,1115
3094,1116
3095,1117
3096,1118
3097,1119
3098,1120
3099,1121
3100,1122
3101,1123
3102,1122
3103,1121
3104,1122
3105,1123
3106,1124
3107,1125
3108,1126
3109,1125
3110,1124
3111,1125
3112,1124
3113,1123
3114,1122
3115,1123
3116,1122
3117,1123
3118,1122
3119,1121
3120,1122
3121,1121
3122,1120
3123,1121
3124,1122
3125,1123
3126,1124
3127,1125
3128,1126
3129,1125
3130,1126
3131,1125
3132,1124
3133,1125
3134,1124
3135,1123
3136,1124
3137,1123
3138,1124
3139,1125
3140,1126
3141,1125
3142,1126
3143,1127
3144,1128
3145,1127
3146,1126
3147,1127
3148,1128
3149,1127
3150,1128
3151,1127
3152,1128
3153,1129
3154,1130
3155,1129
3156,1130
3157,1131
3158,1132
3159,1131
3160,1130
3161,1131
3162,1132
3163,1133
3164,1134
3165,1135
3166,1136
3167,1135
3168,1136
3169,1137
3170,1138
3171,1137
3172,1138
3173,1137
3174,1138
3175,1139
3176,1140
3177,1141
3178,1142
3179,1141
3180,1142
3181,1141
3182,1142
3183,1141
3184,1142
3185,1141
3186,1140
3187,1141
3188,1140
3189,1141
3190,1142
3191,1143
3192,1144
3193,1145
3194,1146
3195,1147
3196,1146
3197,1147
3198,1148
3199,1149
3200,1150
3201,1151
3202,1152
3203,1153
3204,1154
3205,1155
3206,1154
3207,1155
3208,1156
3209,1157
3210,1158
3211,1159
3212,1160
3213,1159
3214,1160
3215,1161
3216,1160
3217,1161
3218,1162
3219,1163
3220,1162
3221,1161
3222,1162
3223,1163
3224,1164
3225,1165
3226,1166
3227,1167
3228,1168
3229,1169
3230,1168
3231,1167
3232,1168
3233,1169
3234,1170
3235,1171
3236,1170
3237,1171
3238,1170
3239,1171
3240,1172
3241,1173
3242,1174
3243,1175
3244,1174
3245,1173
3246,1172
3247,1171
3248,1172
3249,1173
3250,1174
3251,1175
3252,1174
3253,1175
3254,1176
3255,1177
3256,1178
3257,1179
3258,1178
3259,1179
3260,1180
3261,1181
3262,1182
3263,1183
3264,1184
3265,1185
3266,1184
3267,1185
3268,1184
3269,1185
3270,1186
3271,1187
3272,1186
3273,1185
3274,1184
3275,1183
3276,1184
3277,1183
3278,1184
3279,1185
3280,1186
3281,1187
3282,1188
3283,1189
3284,1188
3285,1187
3286,1186
3287,1187
3288,1188
3289,1189
3290,1190
3291,1191
3292,1192
3293,1193
3294,1192
3295,1193
3296,1194
3297,1195
3298,1194
3299,1193
3300,1194
3301,1195
3302,1196
3303,1197
3304,1198
3305,1199
3306,1200
3307,1199
3308,1200
3309,1201
3310,1202
3311,1203
3312,1202
3313,1203
3314,1204
3315,1203
3316,1202
3317,1203
3318,1204
3319,1205
3320,1204
3321,1205
3322,1206
3323,1207
3324,1208
3325,1209
3326,1210
3327,1211
3328,1212
3329,1211
3330,1212
3331,1213
3332,1214
3333,1215
3334,1214
3335,1215
3336,1214
3337,1213
3338,1214
3339,1213
3340,1214
3341,1215
3342,1216
3343,1217
3344,1218
3345,1219
3346,1220
3347,1221
3348,1220
3349,1221
3350,1222
3351,1223
3352,1222
3353,1223
3354,1222
3355,1223
3356,1224
3357,1225
3358,1224
3359,1225
3360,1226
3361,1227
3362,1228
3363,1227
3364,1226
3365,1227
3366,1228
3367,1227
3368,1226
3369,1227
3370,1226
3371,1227
3372,1228
3373,1229
3374,1230
3375,1231
3376,1230
3377,1229
3378,1230
3379,1231
3380,1230
3381,1231
3382,1230
3383,1229
3384,1228
3385,1229
3386,1230
3387,1231
3388,1232
3389,1231
3390,1232
3391,1231
3392,1230
3393,1229
3394,1228
3395,1229
3396,1230
3397,1231
3398,1232
3399,1233
3400,1234
3401,1235
3402,1236
3403,1237
3404,1236
3405,1237
3406,1238
3407,1239
3408,1240
3409,1241
3410,1242
3411,1243
3412,1242
3413,1243
3414,1244
3415,1245
3416,1244
3417,1243
3418,1244
3419,1243
3420,1244
3421,1245
3422,1244
3423,1243
3424,1244
3425,1243
3426,1244
3427,1243
3428,1244
3429,1243
3430,1244
3431,1245
3432,1244
3433,1245
3434,1244
3435,1245
3436,1244
3437,1245
3438,1246
3439,1247
3440,1246
3441,1247
3442,1246
3443,1247
3444,1248
3445,1247
3446,1248
3447,1249
3448,1248
3449,1249
3450,1250
3451,1251
3452,1252
3453,1253
3454,1252
3455,1253
3456,1254
3457,1255
3458,1256
3459,1257
3460,1258
3461,1259
3462,1260
3463,1261
3464,1262
3465,1263
3466,1264
3467,1265
3468,1266
3469,1265
3470,1264
3471,1265
3472,1266
3473,1265
3474,1266
3475,1267
3476,1266
3477,1265
3478,1266
3479,1265
3480,1264
3481,1265
3482,1266
3483,1267
3484,1268
3485,1267
3486,1268
3487,1269
3488,1270
3489,1271
3490,1272
3491,1271
3492,1272
3493,1271
3494,1270
3495,1271
3496,1270
3497,1271
3498,1272
3499,1271
3500,1270
3501,1271
3502,1272
3503,1271
3504,1272
3505,1273
3506,1272
3507,1273
3508,1272
3509,1273
3510,1274
3511,1275
3512,1276
3513,1277
3514,1276
3515,1277
3516,1278
3517,1277
3518,1276
3519,1277
3520,1278
3521,1279
3522,1280
3523,1279
3524,1280
3525,1281
3526,1282
3527,1283
3528,1284
3529,1285
3530,1284
3531,1285
3532,1284
3533,1285
3534,1284
3535,1283
3536,1284
3537,1285
3538,1286
3539,1287
3540,1286
3541,1287
3542,1288
3543,1289
3544,1288
3545,1289
3546,1290
3547,1291
3548,1292
3549,1293
3550,1292
3551,1293
3552,1294
3553,1293
3554,1292
3555,1293
3556,1294
3557,1295
3558,1296
3559,1297
3560,1298
3561,1297
3562,1298
3563,1299
3564,1298
3565,1299
3566,1300
3567,1301
3568,1302
3569,1301
3570,1300
3571,1301
3572,1300
3573,1301
3574,1302
3575,1303
3576,1304
3577,1303
3578,1304
3579,1305
3580,1304
3581,1303
3582,1302
3583,1303
3584,1302
3585,1301
3586,1302
3587,1303
3588,1304
3589,1305
3590,1306
3591,1305
3592,1306
3593,1305
3594,1306
3595,1307
3596,1308
3597,1309
3598,1310
3599,1309
3600,1310
3601,1311
3602,1312
3603,1313
3604,1312
3605,1311
3606,1310
3607,1311
3608,1310
3609,1311
3610,1312
3611,1313
3612,1314
3613,1315
3614,1316
3615,1317
3616,1316
3617,1317
3618,1318
3619,1317
3620,1318
3621,1317
3622,1318
3623,1319
3624,1318
3625,1319
3626,1320
3627,1321
3628,1320
3629,1321
3630,1322
3631,1323
3632,1324
3633,1325
3634,1326
3635,1325
3636,1324
3637,1323
3638,1324
3639,1325
3640,1326
3641,1327
3642,1328
3643,1329
3644,1330
3645,1329
3646,1328
3647,1329
3648,1330
3649,1329
3650,1328
3651,1327
3652,1328
3653,1327
3654,1326
3655,1327
3656,1326
3657,1327
3658,1326
3659,1325
3660,1326
3661,1327
3662,1328
3663,1329
3664,1328
3665,1329
3666,1330
3667,1329
3668,1330
3669,1331
3670,1330
3671,1329
3672,1330
3673,1331
3674,1330
3675,1331
3676,1332
3677,1331
3678,1332
3679,1333
3680,1332
3681,1333
3682,1332
3683,1331
3684,1332
3685,1333
3686,1332
3687,1333
3688,1332
3689,1331
3690,1332
3691,1333
3692,1332
3693,1333
3694,1334
3695,1333
3696,1332
3697,1333
3698,1334
3699,1335
3700,1336
3701,1335
3702,1334
3703,1335
3704,1334
3705,1333
3706,1334
3707,1335
3708,1334
3709,1335
3710,1334
3711,1333
3712,1334
3713,1335
3714,1336
3715,1337
3716,1338
3717,1339
3718,1340
3719,1341
3720,1342
3721,1341
3722,1342
3723,1341
3724,1342
3725,1343
3726,1344
3727,1345
3728,1344
3729,1343
3730,1344
3731,1345
3732,1346
3733,1345
3734,1346
3735,1347
3736,1348
3737,1349
3738,1350
3739,1351
3740,1350
3741,1349
3742,1348
3743,1349
3744,1350
3745,1351
3746,1350
3747,1351
3748,1350
3749,1351
3750,1352
3751,1353
3752,1352
3753,1351
3754,1352
3755,1353
3756,1354
3757,1355
3758,1356
3759,1357
3760,1358
3761,1359
3762,1358
3763,1359
3764,1360
3765,1359
3766,1360
3767,1359
3768,1360
3769,1361
3770,1360
3771,1359
3772,1360
3773,1361
3774,1362
3775,1363
3776,1362
3777,1363
3778,1362
3779,1361
3780,1362
3781,1363
3782,1364
3783,1363
3784,1364
3785,1363
3786,1364
3787,1363
3788,1364
3789,1365
3790,1366
3791,1367
3792,1368
3793,1369
3794,1370
3795,1371
3796,1372
3797,1373
3798,1374
3799,1373
3800,1374
3801,1373
3802,1374
3803,1373
3804,1374
3805,1375
3806,1376
3807,1377
3808,1378
3809,1379
3810,1380
3811,1381
3812,1380
3813,1381
3814,1382
3815,1383
3816,1384
3817,1385
3818,1386
3819,1387
3820,1386
3821,1387
3822,1388
3823,1389
3824,1390
3825,1389
3826,1388
3827,1389
3828,1388
3829,1387
3830,1386
3831,1387
3832,1388
3833,1389
3834,1390
3835,1391
3836,1392
3837,1393
3838,1394
3839,1395
3840,1396
3841,1395
3842,1394
3843,1393
3844,1394
3845,1393
3846,1392
3847,1393
3848,1392
3849,1393
3850,1392
3851,1393
3852,1392
3853,1391
3854,1392
3855,1393
3856,1392
3857,1391
3858,1390
3859,1391
3860,1392
3861,1393
3862,1394
3863,1393
3864,1394
3865,1395
3866,1394
3867,1395
3868,1396
3869,1397
3870,1396
3871,1397
3872,1398
3873,1399
3874,1400
3875,1399
3876,1398
3877,1399
3878,1398
3879,1399
3880,1400
3881,1401
3882,1402
3883,1403
3884,1404
3885,1403
3886,1404
3887,1403
3888,1402
3889,1401
3890,1400
3891,1401
3892,1402
3893,1403
3894,1404
3895,1403
3896,1404
3897,1405
3898,1404
3899,1403
3900,1404
3901,1405
3902,1406
3903,1407
3904,1408
3905,1409
3906,1410
3907,1411
3908,1412
3909,1411
3910,1412
3911,1413
3912,1414
3913,1413
3914,1414
3915,1415
3916,1416
3917,1417
3918,1416
3919,1415
3920,1416
3921,1417
3922,1416
3923,1417
3924,1418
3925,1419
3926,1420
3927,1421
3928,1422
3929,1421
3930,1420
3931,1421
3932,1422
3933,1423
3934,1424
3935,1425
3936,1426
3937,1427
3938,1426
3939,1425
3940,1426
3941,1425
3942,1426
3943,1427
3944,1426
3945,1427
3946,1428
3947,1427
3948,1426
3949,1427
3950,1426
3951,1427
3952,1426
3953,1425
3954,1424
3955,1425
3956,1426
3957,1427
3958,1428
3959,1429
3960,1428
3961,1429
3962,1430
3963,1431
3964,1430
3965,1431
3966,1430
3967,1429
3968,1428
3969,1429
3970,1428
3971,1429
3972,1430
3973,1431
3974,1432
3975,1433
3976,1434
3977,1435
3978,1434
3979,1433
3980,1432
3981,1431
3982,1430
3983,1429
3984,1430
3985,1429
3986,1428
3987,1427
3988,1428
3989,1427
3990,1426
3991,1425
3992,1426
3993,1427
3994,1426
3995,1425
3996,1426
3997,1427
3998,1428
3999,1427
4000,1428
4001,1429
4002,1430
4003,1429
4004,1428
4005,1429
4006,1430
4007,1431
4008,1432
4009,1431
4010,1430
4011,1431
4012,1432
4013,1431
4014,1432
4015,1433
4016,1432
4017,1431
4018,1430
4019,1431
4020,1430
4021,1429
4022,1430
4023,1431
4024,1430
4025,1431
4026,1430
4027,1429
4028,1430
4029,1429
4030,1430
4031,1429
4032,1430
4033,1429
4034,1430
4035,1431
4036,1432
4037,1433
4038,1434
4039,1433
4040,1432
4041,1431
4042,1432
4043,1433
4044,1434
4045,1435
4046,1436
4047,1435
4048,1436
4049,1437
4050,1438
4051,1439
4052,1440
4053,1441
4054,1442
4055,1443
4056,1444
4057,1443
4058,1442
4059,1443
4060,1444
4061,1443
4062,1444
4063,1443
4064,1442
4065,1443
4066,1442
4067,1443
4068,1444
4069,1445
4070,1446
4071,1447
4072,1448
4073,1447
4074,1448
4075,1449
4076,1448
4077,1449
4078,1448
4079,1449
4080,1450
4081,1449
4082,1450
4083,1451
4084,1450
4085,1451
4086,1452
4087,1453
4088,1454
4089,1453
4090,1454
4091,1455
4092,1454
4093,1455
4094,1456
4095,1457
4096,1458
4097,1459
4098,1460
4099,1459
4100,1458
4101,1459
4102,1460
4103,1459
4104,1460
4105,1459
4106,1458
4107,1457
4108,1458
4109,1457
4110,1458
4111,1459
4112,1458
4113,1457
4114,1458
4115,1459
4116,1458
4117,1459
4118,1460
4119,1459
4120,1460
4121,1461
4122,1462
4123,1461
4124,1460
4125,1461
4126,1462
4127,1463
4128,1462
4129,1463
4130,1462
4131,1463
4132,1462
4133,1463
4134,1462
4135,1461
4136,1462
4137,1463
4138,1464
4139,1465
4140,1464
4141,1465
4142,1466
4143,1467
4144,1466
4145,1467
4146,1468
4147,1467
4148,1468
4149,1469
4150,1468
4151,1469
4152,1470
4153,1471
4154,1470
4155,1471
4156,1470
4157,1469
4158,1470
4159,1471
4160,1472
4161,1473
4162,1474
4163,1475
4164,1474
4165,1475
4166,1476
4167,1477
4168,1478
4169,1479
4170,1478
4171,1477
4172,1478
4173,1479
4174,1480
4175,1481
4176,1480
4177,1479
4178,1480
4179,1479
4180,1480
4181,1479
4182,1478
4183,1479
4184,1480
4185,1479
4186,1478
4187,1479
4188,1480
4189,1479
4190,1480
4191,1479
4192,1480
4193,1481
4194,1480
4195,1481
4196,1482
4197,1483
4198,1484
4199,1485
4200,1484
4201,1483
4202,1482
4203,1483
4204,1484
4205,1485
4206,1486
4207,1487
4208,1486
4209,1487
4210,1488
4211,1489
4212,1490
4213,1491
4214,1492
4215,1493
4216,1494
4217,1495
4218,1496
4219,1497
4220,1496
4221,1497
4222,1498
4223,1497
4224,1498
4225,1499
4226,1500
4227,1499
4228,1500
4229,1499
4230,1500
4231,1501
4232,1502
4233,1503
4234,1504
4235,1505
4236,1506
4237,1505
4238,1506
4239,1507
4240,1506
4241,1507
4242,1508
4243,1509
4244,1510
4245,1511
4246,1512
4247,1513
4248,1514
4249,1515
4250,1516
4251,1517
4252,1518
4253,1519
4254,1520
4255,1521
4256,1522
4257,1521
4258,1522
4259,1523
4260,1524
4261,1525
4262,1524
4263,1525
4264,1524
4265,1523
4266,1522
4267,1523
4268,1524
4269,1525
4270,1526
4271,1527
4272,1526
4273,1527
4274,1528
4275,1529
4276,1528
4277,1529
4278,1528
4279,1527
4280,1526
4281,1527
4282,1528
4283,1529
4284,1528
4285,1527
4286,1528
4287,1529
4288,1528
4289,1527
4290,1528
4291,1527
4292,1528
4293,1529
4294,1530
4295,1531
4296,1532
4297,1533
4298,1534
4299,1535
4300,1536
4301,1537
4302,1538
4303,1537
4304,1536
4305,1537
4306,1536
4307,1535
4308,1536
4309,1537
4310,1538
4311,1539
4312,1540
4313,1541
4314,1542
4315,1543
4316,1544
4317,1545
4318,1546
4319,1547
4320,1548
4321,1549
4322,1550
4323,1549
4324,1550
4325,1551
4326,1550
4327,1551
4328,1552
4329,1551
4330,1550
4331,1551
4332,1552
4333,1551
4334,1552
4335,1551
4336,1552
4337,1551
4338,1550
4339,1551
4340,1552
4341,1551
4342,1550
4343,1551
4344,1552
4345,1553
4346,1552
4347,1553
4348,1552
4349,1551
4350,1552
4351,1551
4352,1552
4353,1553
4354,1554
4355,1553
4356,1552
4357,1553
4358,1552
4359,1551
4360,1550
4361,1549
4362,1550
4363,1549
4364,1550
4365,1551
4366,1552
4367,1553
4368,1554
4369,1553
4370,1554
4371,1555
4372,1554
4373,1555
4374,1554
4375,1555
4376,1556
4377,1555
4378,1556
4379,1555
4380,1556
4381,1557
4382,1558
4383,1557
4384,1558
4385,1559
4386,1558
4387,1559
4388,1560
4389,1559
4390,1560
4391,1559
4392,1560
4393,1561
4394,1560
4395,1559
4396,1560
4397,1559
4398,1560
4399,1561
4400,1562
4401,1563
4402,1564
4403,1563
4404,1564
4405,1565
4406,1564
4407,1563
4408,1564
4409,1565
4410,1566
4411,1567
4412,1568
4413,1569
4414,1570
4415,1571
4416,1572
4417,1573
4418,1574
4419,1575
4420,1576
4421,1575
4422,1576
4423,1577
4424,1578
4425,1579
4426,1580
4427,1579
4428,1580
4429,1581
4430,1582
4431,1583
4432,1584
4433,1585
4434,1586
4435,1587
4436,1588
4437,1589
4438,1588
4439,1589
4440,1590
4441,1591
4442,1592
4443,1593
4444,1594
4445,1595
4446,1594
4447,1595
4448,1596
4449,1597
4450,1598
4451,1597
4452,1598
4453,1599
4454,1600
4455,1601
4456,1602
4457,1603
4458,1604
4459,1605
4460,1606
4461,1607
4462,1606
4463,1607
4464,1608
4465,1607
4466,1606
4467,1607
4468,1606
4469,1605
4470,1606
4471,1607
4472,1606
4473,1605
4474,1604
4475,1603
4476,1604
4477,1605
4478,1606
4479,1607
4480,1606
4481,1605
4482,1606
4483,1605
4484,1606
4485,1607
4486,1608
4487,1609
4488,1608
4489,1609
4490,1610
4491,1611
4492,1612
4493,1613
4494,1614
4495,1615
4496,1616
4497,1615
4498,1614
4499,1615
4500,1616
4501,1617
4502,1618
4503,1619
4504,1620
4505,1619
4506,1620
4507,1621
4508,1622
4509,1621
4510,1622
4511,1623
4512,1622
4513,1623
4514,1624
4515,1623
4516,1624
4517,1625
4518,1626
4519,1627
4520,1628
4521,1627
4522,1628
4523,1629
4524,1628
4525,1629
4526,1630
4527,1629
4528,1628
4529,1629
4530,1630
4531,1629
4532,1628
4533,1629
4534,1630
4535,1631
4536,1632
4537,1633
4538,1632
4539,1633
4540,1632
4541,1633
4542,1634
4543,1635
4544,1634
4545,1635
4546,1636
4547,1635
4548,1636
4549,1635
4550,1634
4551,1633
4552,1632
4553,1631
4554,1630
4555,1629
4556,1630
4557,1629
4558,1630
4559,1631
4560,1632
4561,1633
4562,1632
4563,1633
4564,1632
4565,1633
4566,1634
4567,1633
4568,1632
4569,1633
4570,1634
4571,1635
4572,1636
4573,1637
4574,1638
4575,1639
4576,1640
4577,1639
4578,1638
4579,1637
4580,1638
4581,1639
4582,1640
4583,1639
4584,1640
4585,1639
4586,1640
4587,1639
4588,1638
4589,1639
4590,1638
4591,1637
4592,1638
4593,1637
4594,1638
4595,1639
4596,1640
4597,1641
4598,1640
4599,1641
4600,1642
4601,1641
4602,1642
4603,1643
4604,1644
4605,1645
4606,1644
4607,1645
4608,1644
4609,1645
4610,1644
4611,1643
4612,1644
4613,1645
4614,1646
4615,1647
4616,1646
4617,1647
4618,1648
4619,1649
4620,1650
4621,1651
4622,1652
4623,1653
4624,1652
4625,1651
4626,1652
4627,1651
4628,1652
4629,1651
4630,1652
4631,1653
4632,1652
4633,1653
4634,1654
4635,1653
4636,1654
4637,1655
4638,1656
4639,1655
4640,1654
4641,1655
4642,1656
4643,1657
4644,1658
4645,1659
4646,1658
4647,1657
4648,1658
4649,1659
4650,1658
4651,1659
4652,1658
4653,1657
4654,1658
4655,1659
4656,1660
4657,1661
4658,1662
4659,1663
4660,1664
4661,1665
4662,1666
4663,1667
4664,1668
4665,1669
4666,1668
4667,1669
4668,1670
4669,1671
4670,1670
4671,1671
4672,1672
4673,1671
4674,1670
4675,1671
4676,1672
4677,1673
4678,1672
4679,1673
4680,1672
4681,1673
4682,1674
4683,1673
4684,1672
4685,1673
4686,1674
4687,1675
4688,1674
4689,1675
4690,1676
4691,1675
4692,1676
4693,1675
4694,1676
4695,1675
4696,1676
4697,1677
4698,1678
4699,1679
4700,1680
4701,1681
4702,1682
4703,1681
4704,1680
4705,1681
4706,1682
4707,1681
4708,1680
4709,1681
4710,1682
4711,1681
4712,1682
4713,1681
4714,1682
4715,1683
4716,1682
4717,1683
4718,1684
4719,1685
4720,1686
4721,1687
4722,1686
4723,1687
4724,1686
4725,1687
4726,1688
4727,1689
4728,1690
4729,1689
4730,1690
4731,1691
4732,1692
4733,1693
4734,1692
4735,1691
4736,1692
4737,1691
4738,1692
4739,1693
4740,1694
4741,1693
4742,1692
4743,1693
4744,1692
4745,1693
4746,1692
4747,1691
4748,1692
4749,1693
4750,1694
4751,1693
4752,1694
4753,1695
4754,1694
4755,1695
4756,1694
4757,1695
4758,1694
4759,1693
4760,1694
4761,1693
4762,1694
4763,1695
4764,1696
4765,1697
4766,1696
4767,1697
4768,1698
4769,1699
4770,1698
4771,1697
4772,1696
4773,1697
4774,1698
4775,1699
4776,1698
4777,1697
4778,1698
4779,1699
4780,1700
4781,1701
4782,1700
4783,1701
4784,1702
4785,1701
4786,1700
4787,1701
4788,1702
4789,1701
4790,1702
4791,1703
4792,1704
4793,1705
4794,1704
4795,1705
4796,1706
4797,1707
4798,1708
4799,1709
4800,1710
4801,1709
4802,1710
4803,1711
4804,1710
4805,1711
4806,1710
4807,1711
4808,1710
4809,1711
4810,1710
4811,1711
4812,1712
4813,1711
4814,1712
4815,1713
4816,1714
4817,1715
4818,1716
4819,1715
4820,1714
4821,1715
4822,1714
4823,1715
4824,1716
4825,1715
4826,1716
4827,1715
4828,1714
4829,1713
4830,1714
4831,1715
4832,1714
4833,1715
4834,1714
4835,1715
4836,1716
4837,1717
4838,1718
4839,1717
4840,1716
4841,1715
4842,1716
4843,1717
4844,1718
4845,1719
4846,1720
4847,1721
4848,1720
4849,1719
4850,1720
4851,1721
4852,1722
4853,1721
4854,1722
4855,1723
4856,1724
4857,1725
4858,1726
4859,1727
4860,1728
4861,1729
4862,1730
4863,1731
4864,1730
4865,1731
4866,1732
4867,1733
4868,1734
4869,1735
4870,1734
4871,1733
4872,1734
4873,1735
4874,1736
4875,1737
4876,1736
4877,1737
4878,1736
4879,1737
4880,1738
4881,1739
4882,1740
4883,1741
4884,1742
4885,1743
4886,1742
4887,1743
4888,1744
4889,1743
4890,1744
4891,1743
4892,1744
4893,1743
4894,1744
4895,1743
4896,1742
4897,1741
4898,1742
4899,1741
4900,1742
4901,1743
4902,1744
4903,1745
4904,1744
4905,1743
4906,1744
4907,1743
4908,1744
4909,1745
4910,1746
4911,1747
4912,1748
4913,1749
4914,1750
4915,1751
4916,1752
4917,1751
4918,1752
4919,1753
4920,1754
4921,1753
4922,1754
4923,1753
4924,1754
4925,1753
4926,1752
4927,1753
4928,1752
4929,1753
4930,1754
4931,1755
4932,1756
4933,1755
4934,1756
4935,1755
4936,1756
4937,1757
4938,1758
4939,1759
4940,1760
4941,1759
4942,1760
4943,1761
4944,1760
4945,1759
4946,1758
4947,1759
4948,1760
4949,1761
4950,1760
4951,1759
4952,1760
4953,1761
4954,1762
4955,1761
4956,1762
4957,1763
4958,1762
4959,1761
4960,1762
4961,1763
4962,1762
4963,1763
4964,1762
4965,1763
4966,1764
4967,1763
4968,1764
4969,1765
4970,1764
4971,1765
4972,1766
4973,1765
4974,1764
4975,1763
4976,1764
4977,1763
4978,1764
4979,1765
4980,1764
4981,1763
4982,1764
4983,1763
4984,1764
4985,1765
4986,1764
4987,1763
4988,1764
4989,1765
4990,1764
4991,1765
4992,1766
4993,1765
4994,1766
4995,1767
4996,1766
4997,1765
4998,1766
4999,1767
5000,1766
5001,1765
5002,1764
5003,1765
5004,1766
5005,1767
5006,1766
5007,1767
5008,1768
5009,1769
5010,1770
5011,1769
5012,1770
5013,1769
5014,1768
5015,1769
5016,1768
5017,1769
5018,1770
5019,1771
5020,1772
5021,1773
5022,1774
5023,1775
5024,1776
5025,1777
5026,1776
5027,1775
5028,1776
5029,1777
5030,1778
5031,1779
5032,1780
5033,1781
5034,1782
5035,1783
5036,1782
5037,1783
5038,1784
5039,1785
5040,1786
5041,1787
5042,1786
5043,1787
5044,1786
5045,1787
5046,1786
5047,1785
5048,1784
5049,1783
5050,1784
5051,1783
5052,1784
5053,1785
5054,1784
5055,1785
5056,1784
5057,1785
5058,1786
5059,1787
5060,1786
5061,1787
5062,1788
5063,1789
5064,1788
5065,1787
5066,1788
5067,1789
5068,1790
5069,1791
5070,1792
5071,1791
5072,1790
5073,1789
5074,1790
5075,1789
5076,1790
5077,1791
5078,1792
5079,1791
5080,1790
5081,1791
5082,1790
5083,1791
5084,1790
5085,1791
5086,1790
5087,1791
5088,1790
5089,1791
5090,1792
5091,1793
5092,1794
5093,1795
5094,1794
5095,1795
5096,1796
5097,1797
5098,1798
5099,1799
5100,1800
5101,1801
5102,1800
5103,1801
5104,1800
5105,1799
5106,1798
5107,1799
5108,1798
5109,1797
5110,1796
5111,1795
5112,1796
5113,1797
5114,1796
5115,1795
5116,1796
5117,1797
5118,1798
5119,1797
5120,1798
5121,1799
5122,1800
5123,1799
5124,1800
5125,1801
5126,1800
5127,1801
5128,1800
5129,1799
5130,1800
5131,1801
5132,1802
5133,1801
5134,1802
5135,1801
5136,1800
5137,1801
5138,1800
5139,1799
5140,1800
5141,1801
5142,1802
5143,1801
5144,1802
5145,1801
5146,1800
5147,1801
5148,1802
5149,1803
5150,1802
5151,1803
5152,1804
5153,1805
5154,1806
5155,1807
5156,1808
5157,1807
5158,1808
5159,1809
5160,1810
5161,1811
5162,1810
5163,1811
5164,1812
5165,1813
5166,1814
5167,1813
5168,1812
5169,1811
5170,1812
5171,1813
5172,1812
5173,1813
5174,1812
5175,1811
5176,1812
5177,1811
5178,1812
5179,1811
5180,1810
5181,1809
5182,1810
5183,1809
5184,1810
5185,1809
5186,1808
5187,1809
5188,1808
5189,1807
5190,1808
5191,1807
5192,1806
5193,1807
5194,1808
5195,1807
5196,1808
5197,1807
5198,1808
5199,1809
5200,1810
5201,1809
5202,1810
5203,1811
5204,1812
5205,1813
5206,1814
5207,1813
5208,1814
5209,1813
5210,1812
5211,1813
5212,1814
5213,1815
5214,1816
5215,1815
5216,1816
5217,1817
5218,1818
5219,1819
5220,1820
5221,1821
5222,1820
5223,1821
5224,1820
5225,1821
5226,1820
5227,1821
5228,1820
5229,1819
5230,1820
5231,1821
5232,1822
5233,1823
5234,1824
5235,1823
5236,1824
5237,1825
5238,1824
5239,1825
5240,1826
5241,1827
5242,1826
5243,1827
5244,1828
5245,1827
5246,1826
5247,1825
5248,1826
5249,1825
5250,1826
5251,1827
5252,1828
5253,1829
5254,1830
5255,1831
5256,1832
5257,1833
5258,1832
5259,1833
5260,1834
5261,1835
5262,1834
5263,1833
5264,1834
5265,1835
5266,1836
5267,1835
5268,1836
5269,1835
5270,1836
5271,1837
5272,1836
5273,1835
5274,1834
5275,1835
5276,1834
5277,1833
5278,1832
5279,1833
5280,1834
5281,1835
5282,1836
5283,1837
5284,1838
5285,1837
5286,1836
5287,1835
5288,1836
5289,1837
5290,1838
5291,1839
5292,1838
5293,1837
5294,1838
5295,1839
5296,1840
